address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
103 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
103 HADDON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
103 LORRAINE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
103 LINCOLN STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
103 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
103 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
103 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
103 OVERLOOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
103 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
103 PINE STREET,07042,MONTCLAIR,N,C,NA,C,NA
103 SQUIRE HILL ROAD,07043,MONTCLAIR,N,C,NA,C,NA
103 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
103 UNDERCLIFF ROAD,07042,MONTCLAIR,N,C,NA,C,NA
103 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
104 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
104 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
104 BUCKINGHAM ROAD,07043,MONTCLAIR,N,C,NA,C,NA
104 CLINTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
104 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
104 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
104 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
104 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
104 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
104 HIGH STREET,07042,MONTCLAIR,N,C,NA,C,NA
104 HADDON PLACE,07043,MONTCLAIR,Y,C,NA,L,NA
104 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
104 LINCOLN STREET,07042,MONTCLAIR,N,C,NA,C,NA
104 LLEWELLYN ROAD,07042,MONTCLAIR,N,C,NA,C,NA
104 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
104 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
104 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
104 PINE STREET,07042,MONTCLAIR,N,C,NA,C,NA
104 S FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
104 SQUIRE HILL ROAD,07043,MONTCLAIR,N,C,NA,C,NA
104 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
104 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
104 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
105 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
105 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
105 BUCKINGHAM ROAD,07043,MONTCLAIR,N,C,NA,C,NA
105 CLAREWILL AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
105 CHESTNUT STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
105 CLINTON AVENUE,07042,MONTCLAIR,Y,C,NA,G,NA
105 EAGLE ROCK WAY,07042,MONTCLAIR,N,C,NA,C,NA
105 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
105 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
105 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
105 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
105 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
105 LINCOLN STREET,07042,MONTCLAIR,N,C,NA,C,NA
105 LLEWELLYN ROAD,07042,MONTCLAIR,N,C,NA,C,NA
105 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
105 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
105 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
105 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
105 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
105 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
105 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
105 PINE STREET,07042,MONTCLAIR,N,C,NA,C,NA
105 SQUIRE HILL ROAD,07043,MONTCLAIR,N,C,NA,C,NA
105 STONEBRIDGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
105 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
105 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
105 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
105 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
105 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
105 YANTACAW BROOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
106 BUCKINGHAM ROAD,07043,MONTCLAIR,N,C,NA,C,NA
106 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
106 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
106 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
106 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
106 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
106 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
106 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
106 GATES AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
106 HADDON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
106 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
106 HELLER WAY,07043,MONTCLAIR,N,C,NA,C,NA
106 HIGH STREET,07042,MONTCLAIR,N,C,NA,C,NA
106 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
106 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
106 LORRAINE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
106 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
106 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
106 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
106 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
106 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
106 PINE STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
106 S FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
106 SQUIRE HILL ROAD,07043,MONTCLAIR,N,C,NA,C,NA
106 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
106 WALNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
106 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
106 YANTACAW BROOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
107 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
107 BUCKINGHAM ROAD,07043,MONTCLAIR,N,C,NA,C,NA
107 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
107 CLINTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
107 CHESTNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
107 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
107 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
107 ESSEX AVENUE,07042,MONTCLAIR,Y,C,NA,G,NA
107 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
107 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
107 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
107 HELLER WAY,07043,MONTCLAIR,N,C,NA,C,NA
107 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
107 LINCOLN STREET,07042,MONTCLAIR,N,C,NA,C,NA
107 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
107 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
107 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
107 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
107 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
107 PINE STREET,07042,MONTCLAIR,N,C,NA,C,NA
107 PINE STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
107 S FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
107 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
107 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
107 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
107 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
107 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
107 YANTACAW BROOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
108 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
108 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
108 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
108 BUCKINGHAM ROAD,07043,MONTCLAIR,N,C,NA,C,NA
108 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
108 CLAREWILL AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
108 EAGLE ROCK WAY,07042,MONTCLAIR,N,C,NA,C,NA
108 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
108 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
108 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
108 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
108 HIGH STREET,07042,MONTCLAIR,N,C,NA,C,NA
108 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
108 LLEWELLYN ROAD,07042,MONTCLAIR,N,C,NA,C,NA
108 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
108 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
108 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
108 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
108 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
108 PINE STREET,07042,MONTCLAIR,N,C,NA,C,NA
108 SQUIRE HILL ROAD,07043,MONTCLAIR,N,C,NA,C,NA
108 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
108 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
108 WILDWOOD AVENUE,07043,MONTCLAIR,Y,C,NA,G,NA
108 YANTACAW BROOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
109 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
109 BUCKINGHAM ROAD,07043,MONTCLAIR,N,C,NA,C,NA
109 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
109 CLAREWILL AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
109 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
109 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
109 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
109 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
109 HADDON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
109 HIGH STREET,07042,MONTCLAIR,N,C,NA,C,NA
109 INWOOD AVENUE,07043,MONTCLAIR,Y,C,NA,G,NA
109 LINCOLN STREET,07042,MONTCLAIR,N,C,NA,C,NA
109 LLEWELLYN ROAD,07042,MONTCLAIR,N,C,NA,C,NA
109 LORRAINE AVENUE,07043,MONTCLAIR,Y,C,NA,O,BRASS
109 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
109 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
109 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
109 N FULLERTON AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
109 N FULLERTON AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
109 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
109 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
109 SQUIRE HILL ROAD,07043,MONTCLAIR,N,C,NA,C,NA
109 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
109 UNION STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
109 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
109 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
109 WESTVIEW ROAD,07043,MONTCLAIR,N,C,NA,C,NA
109 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
109 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
109 YANTACAW BROOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
11 ARGYLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 ALDEN ROAD,07042,MONTCLAIR,Y,C,NA,G,NA
11 AMELIA STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 BELLAIRE DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
11 BELLEGROVE DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
11 BRADFORD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
11 BRIAR HILL ROAD,07042,MONTCLAIR,N,C,NA,C,NA
11 BRUCE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 BURNSIDE STREET,07043,MONTCLAIR,N,C,NA,C,NA
11 CARLISLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 CARLTON DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
11 CARRIAGE WAY,07042,MONTCLAIR,N,C,NA,C,NA
11 CARTERET STREET,07043,MONTCLAIR,N,C,NA,C,NA
11 CENTRAL AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
11 CENTRAL AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
11 CHARLES STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 CLAIRIDGE COURT,07042,MONTCLAIR,N,C,NA,C,NA
11 CLOVERHILL PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 CAREY COURT,07042,MONTCLAIR,N,C,NA,C,NA
11 CAROLIN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 CHAMPLAIN TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
11 CHESTER ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 COLUMBUS AVENUE,07042,MONTCLAIR,Y,C,NA,O,BRASS
11 DURYEA ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 EUCLID PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 ELSTON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 FAIRFIELD STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 FAIRMOUNT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
11 FRANCIS PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 FRANKLIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 FRIENDSHIP PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 FIDELITY PLACE,07042,MONTCLAIR,Y,C,NA,L,NA
11 FRANKLIN PLACE,07042,MONTCLAIR,Y,C,NA,UX,NA
11 GARDEN STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 GARDINER PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 GARFIELD PLACE,07043,MONTCLAIR,N,C,NA,C,NA
11 GLENRIDGE PARKWAY,07042,MONTCLAIR,N,C,NA,C,NA
11 GODFREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 GRAY STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 GRENADA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 GLENSIDE TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
11 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 GRAHAM TERRACE,07042,MONTCLAIR,Y,C,NA,G,NA
11 GROVE TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
11 HARVARD STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 HAWTHORNE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 HELLER DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
11 HIGH TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
11 HITCHCOCK PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 HOMEWOOD WAY,07042,MONTCLAIR,N,C,NA,C,NA
11 HILLTOP PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 HOLLYWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 IRVING STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 JAMES STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 JEROME PLACE,07043,MONTCLAIR,N,C,NA,C,NA
11 KIPS RIDGE,07044,MONTCLAIR,N,C,NA,C,NA
11 KIPS RIDGE-SPRINKLER,07044,MONTCLAIR,N,C,NA,C,NA
11 KENNETH ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 LANE COURT,07043,MONTCLAIR,N,C,NA,C,NA
11 LASALLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 LEXINGTON AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
11 MACOPIN AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
11 MADISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 MARION ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 MARQUETTE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 MENDL TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
11 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 MONTAGUE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
11 MORNINGSIDE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
11 MOUNT VERNON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 MOUNTAINVIEW PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 MOUNTAIN TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
11 MULFORD LANE,07042,MONTCLAIR,N,C,NA,C,NA
11 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 NORTHVIEW AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
11 NORMAN ROAD,07043,MONTCLAIR,Y,C,NA,O,BRASS
11 NORWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
11 ORCHARD COURT,07042,MONTCLAIR,N,C,NA,C,NA
11 OXFORD STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 PARK TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
11 PATTON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
11 PIERPONT DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
11 PINE STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 PINE STREET-PARKING DECK,07042,MONTCLAIR,N,C,NA,C,NA
11 PLEASANT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 PORTLAND PLACE-1ST,07042,MONTCLAIR,N,C,NA,C,NA
11 PORTLAND PLACE-2ND,07042,MONTCLAIR,N,C,NA,C,NA
11 POTTER COURT,07043,MONTCLAIR,N,C,NA,C,NA
11 PRINCETON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
11 PROSPECT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 PIERSON PLACE,07042,MONTCLAIR,Y,C,NA,UX,NA
11 PRESCOTT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 RAMSAY ROAD,07042,MONTCLAIR,N,C,NA,C,NA
11 RIVERVIEW DRIVE W,07043,MONTCLAIR,N,C,NA,C,NA
11 ROCKLEDGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
11 S FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 S FULLERTON AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
11 SEARS PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 SKYTOP TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
11 SOUTHERN TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
11 STANFORD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 STEPHEN STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 STONEHENGE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 SUNSET PARK,07043,MONTCLAIR,N,C,NA,C,NA
11 SUTHERLAND ROAD,07042,MONTCLAIR,N,C,NA,C,NA
11 SYLVAN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 TALBOT STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
11 TICHENOR PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 TUERS PLACE,07043,MONTCLAIR,N,C,NA,C,NA
11 TENNIS PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 UNDERCLIFF DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
11 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11 UNDERCLIFF ROAD,07042,MONTCLAIR,Y,C,NA,G,NA
11 VALLEY PLACE,07043,MONTCLAIR,N,C,NA,C,NA
11 VAN BREEMEN COURT,07043,MONTCLAIR,N,C,NA,C,NA
11 VICTORIA TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
11 VERA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 VINCENT PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 WARD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 WARFIELD STREET,07043,MONTCLAIR,N,C,NA,C,NA
11 WARREN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 WATERBURY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 WAYSIDE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 WENDOVER ROAD,07042,MONTCLAIR,N,C,NA,C,NA
11 WILDE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 WILFRED STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 WILLIAM STREET 1ST,07042,MONTCLAIR,N,C,NA,C,NA
11 WILLIAM STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
11 WILLOWDALE COURT,07042,MONTCLAIR,N,C,NA,C,NA
11 WINDEMERE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 WINDSOR PLACE,07043,MONTCLAIR,N,C,NA,C,NA
11 WOODMONT ROAD,07043,MONTCLAIR,N,C,NA,C,NA
11 WHEELER STREET,07042,MONTCLAIR,N,C,NA,C,NA
11 WILLARD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
11 WILLOWMERE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
11-A OXFORD STREET,07042,MONTCLAIR,N,C,NA,C,NA
110 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
110 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 CLINTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 CHRISTOPHER STREET,07043,MONTCLAIR,Y,C,NA,G,NA
110 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
110 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
110 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
110 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
110 GREENWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 HADDON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
110 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 HIGH STREET,07042,MONTCLAIR,N,C,NA,C,NA
110 LINCOLN STREET,07042,MONTCLAIR,N,C,NA,C,NA
110 LORRAINE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
110 MAPLE AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
110 MAPLE AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
110 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
110 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 PINE STREET,07042,MONTCLAIR,N,C,NA,C,NA
110 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
110 S FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
110 SQUIRE HILL ROAD,07043,MONTCLAIR,N,C,NA,C,NA
110 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
110 UNDERCLIFF ROAD,07042,MONTCLAIR,Y,C,NA,UX,NA
110 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
110 WESTVIEW ROAD,07043,MONTCLAIR,N,C,NA,C,NA
110 WILDWOOD AVENUE,07043,MONTCLAIR,Y,C,NA,G,NA
110 YANTACAW BROOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
111 BUCKINGHAM ROAD,07043,MONTCLAIR,N,C,NA,C,NA
111 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
111 CENTRAL AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
111 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
111 CLAREMONT AVENUE,07042,MONTCLAIR,Y,C,NA,G,NA
111 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
111 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
111 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
111 HADDON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
111 LINCOLN STREET,07042,MONTCLAIR,N,C,NA,C,NA
111 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
111 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
111 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
111 MOUNT HEBRON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
111 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
111 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
111 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
111 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
