address,zip,town,address_full,suspected_lead,psl_materials,psl_other,service_line,csl_other,latitude,longitude,coord_source,flag_incomplete,latitude_adj,longitude_adj,address_full_adj
10 BERKELEY PLACE,7042,MONTCLAIR,"10 BERKELEY PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.829020712758,-74.215295223911,census,0,40.829020712758,-74.215295223911,"10 BERKELEY PLACE, MONTCLAIR, NJ, 07042"
10 BRADFORD AVENUE,7043,MONTCLAIR,"10 BRADFORD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.843991829633,-74.211685601095,census,0,40.843991829633,-74.211685601095,"10 BRADFORD AVENUE, MONTCLAIR, NJ, 07043"
10 BROOKFIELD ROAD,7043,MONTCLAIR,"10 BROOKFIELD ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.834092078903,-74.20853591234,census,0,40.834092078903,-74.20853591234,"10 BROOKFIELD ROAD, MONTCLAIR, NJ, 07043"
10 BRUNSWICK ROAD,7042,MONTCLAIR,"10 BRUNSWICK ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.82599374683,-74.213069143206,census,0,40.82599374683,-74.213069143206,"10 BRUNSWICK ROAD, MONTCLAIR, NJ, 07042"
10 BURNSIDE STREET,7043,MONTCLAIR,"10 BURNSIDE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.832723096163,-74.210645486307,census,0,40.832723096163,-74.210645486307,"10 BURNSIDE STREET, MONTCLAIR, NJ, 07043"
10 BELLAIRE DRIVE,7042,MONTCLAIR,"10 BELLAIRE DRIVE, MONTCLAIR, NJ, 07042",N,C,,C,,40.825518857348,-74.217074901039,census,0,40.825518857348,-74.217074901039,"10 BELLAIRE DRIVE, MONTCLAIR, NJ, 07042"
10 BRADFORD WAY,7043,MONTCLAIR,"10 BRADFORD WAY, MONTCLAIR, NJ, 07043",N,C,,C,,40.843991829633,-74.211685601095,census,0,40.843991829633,-74.211685601095,"10 BRADFORD WAY, MONTCLAIR, NJ, 07043"
10 CARRIAGE WAY,7042,MONTCLAIR,"10 CARRIAGE WAY, MONTCLAIR, NJ, 07042",N,C,,C,,40.816647404466,-74.226136118958,census,0,40.816647404466,-74.226136118958,"10 CARRIAGE WAY, MONTCLAIR, NJ, 07042"
10 CARTERET STREET,7043,MONTCLAIR,"10 CARTERET STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.835922489516,-74.20959950958,census,0,40.835922489516,-74.20959950958,"10 CARTERET STREET, MONTCLAIR, NJ, 07043"
10 CENTRAL AVENUE,7042,MONTCLAIR,"10 CENTRAL AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.820759544273,-74.21777394459,census,0,40.820759544273,-74.21777394459,"10 CENTRAL AVENUE, MONTCLAIR, NJ, 07042"
10 CHRISTOPHER COURT,7042,MONTCLAIR,"10 CHRISTOPHER COURT, MONTCLAIR, NJ, 07042",N,C,,C,,40.828913629037,-74.199582995052,census,0,40.828913629037,-74.199582995052,"10 CHRISTOPHER COURT, MONTCLAIR, NJ, 07042"
10 CLAIRIDGE COURT,7042,MONTCLAIR,"10 CLAIRIDGE COURT, MONTCLAIR, NJ, 07042",N,C,,C,,40.827070753896,-74.198218384366,census,0,40.827070753896,-74.198218384366,"10 CLAIRIDGE COURT, MONTCLAIR, NJ, 07042"
10 CLAREMONT PLACE,7042,MONTCLAIR,"10 CLAREMONT PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.813037889408,-74.209046144934,census,0,40.813037889408,-74.209046144934,"10 CLAREMONT PLACE, MONTCLAIR, NJ, 07042"
10 CLOVERHILL PLACE,7042,MONTCLAIR,"10 CLOVERHILL PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.811219123704,-74.209829615551,census,0,40.811219123704,-74.209829615551,"10 CLOVERHILL PLACE, MONTCLAIR, NJ, 07042"
10 COLLEGE AVENUE,7043,MONTCLAIR,"10 COLLEGE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.85476997484,-74.201809629596,census,0,40.85476997484,-74.201809629596,"10 COLLEGE AVENUE, MONTCLAIR, NJ, 07043"
10 CORNELL WAY,7043,MONTCLAIR,"10 CORNELL WAY, MONTCLAIR, NJ, 07043",N,C,,C,,40.842315175222,-74.187612443044,census,0,40.842315175222,-74.187612443044,"10 CORNELL WAY, MONTCLAIR, NJ, 07043"
10 CRESTMONT ROAD,7044,MONTCLAIR,"10 CRESTMONT ROAD, MONTCLAIR, NJ, 07044",N,C,,C,,40.82633709171,-74.227747089451,census,0,40.82633709171,-74.227747089451,"10 CRESTMONT ROAD, MONTCLAIR, NJ, 07044"
10 CROSS STREET,7042,MONTCLAIR,"10 CROSS STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.808638500682,-74.221371660424,census,0,40.808638500682,-74.221371660424,"10 CROSS STREET, MONTCLAIR, NJ, 07042"
10 CAPRON LANE,7043,MONTCLAIR,"10 CAPRON LANE, MONTCLAIR, NJ, 07043",Y,C,,UX,,40.846664216983,-74.190170598907,census,0,40.846664216983,-74.190170598907,"10 CAPRON LANE, MONTCLAIR, NJ, 07043"
10 CAREY COURT,7042,MONTCLAIR,"10 CAREY COURT, MONTCLAIR, NJ, 07042",N,C,,C,,40.800195195547,-74.219052529663,census,0,40.800195195547,-74.219052529663,"10 CAREY COURT, MONTCLAIR, NJ, 07042"
10 CHARLES STREET,7042,MONTCLAIR,"10 CHARLES STREET, MONTCLAIR, NJ, 07042",Y,C,,UX,,40.798556195038,-74.226209150498,census,0,40.798556195038,-74.226209150498,"10 CHARLES STREET, MONTCLAIR, NJ, 07042"
10 CHESTER ROAD,7043,MONTCLAIR,"10 CHESTER ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.833485758526,-74.196393415195,census,0,40.833485758526,-74.196393415195,"10 CHESTER ROAD, MONTCLAIR, NJ, 07043"
10 CLINTON AVENUE,7042,MONTCLAIR,"10 CLINTON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.813169892781,-74.22603043065,census,0,40.813169892781,-74.22603043065,"10 CLINTON AVENUE, MONTCLAIR, NJ, 07042"
10 COLUMBUS AVENUE,7042,MONTCLAIR,"10 COLUMBUS AVENUE, MONTCLAIR, NJ, 07042",Y,C,,G,,40.819463578467,-74.200932989002,census,0,40.819463578467,-74.200932989002,"10 COLUMBUS AVENUE, MONTCLAIR, NJ, 07042"
10 CRESTVIEW COURT,7042,MONTCLAIR,"10 CRESTVIEW COURT, MONTCLAIR, NJ, 07042",N,C,,C,,40.817745683777,-74.227145127543,census,0,40.817745683777,-74.227145127543,"10 CRESTVIEW COURT, MONTCLAIR, NJ, 07042"
10 DEPOT SQ #1 REAR,7042,MONTCLAIR,"10 DEPOT SQ #1 REAR, MONTCLAIR, NJ, 07042",N,C,,C,,40.816965115355,-74.210581153032,census,0,40.816965115355,-74.210581153032,"10 DEPOT SQ #1 REAR, MONTCLAIR, NJ, 07042"
10 DEPOT SQUARE 1ST,7042,MONTCLAIR,"10 DEPOT SQUARE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.816965115355,-74.210581153032,census,0,40.816965115355,-74.210581153032,"10 DEPOT SQUARE 1ST, MONTCLAIR, NJ, 07042"
10 DEPOT SQUARE 2-REAR,7042,MONTCLAIR,"10 DEPOT SQUARE 2-REAR, MONTCLAIR, NJ, 07042",N,C,,C,,40.816965115355,-74.210581153032,census,0,40.816965115355,-74.210581153032,"10 DEPOT SQUARE 2-REAR, MONTCLAIR, NJ, 07042"
10 DEPOT SQUARE 3RD-FRONT,7042,MONTCLAIR,"10 DEPOT SQUARE 3RD-FRONT, MONTCLAIR, NJ, 07042",N,C,,C,,40.816965115355,-74.210581153032,census,0,40.816965115355,-74.210581153032,"10 DEPOT SQUARE 3RD-FRONT, MONTCLAIR, NJ, 07042"
10 DEPOT SQUARE 3RD-REAR,7042,MONTCLAIR,"10 DEPOT SQUARE 3RD-REAR, MONTCLAIR, NJ, 07042",N,C,,C,,40.816965115355,-74.210581153032,census,0,40.816965115355,-74.210581153032,"10 DEPOT SQUARE 3RD-REAR, MONTCLAIR, NJ, 07042"
10 DEPOT SQUARE-2ND,7042,MONTCLAIR,"10 DEPOT SQUARE-2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.816965115355,-74.210581153032,census,0,40.816965115355,-74.210581153032,"10 DEPOT SQUARE-2ND, MONTCLAIR, NJ, 07042"
10 DURYEA ROAD,7043,MONTCLAIR,"10 DURYEA ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.841729248091,-74.202394882178,census,0,40.841729248091,-74.202394882178,"10 DURYEA ROAD, MONTCLAIR, NJ, 07043"
10 DRAPER TERRACE,7042,MONTCLAIR,"10 DRAPER TERRACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.799814223049,-74.217584835471,census,0,40.799814223049,-74.217584835471,"10 DRAPER TERRACE, MONTCLAIR, NJ, 07042"
10 EDGECLIFF ROAD,7043,MONTCLAIR,"10 EDGECLIFF ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.844633350726,-74.213092046583,census,0,40.844633350726,-74.213092046583,"10 EDGECLIFF ROAD, MONTCLAIR, NJ, 07043"
10 EDGEMONT ROAD,7042,MONTCLAIR,"10 EDGEMONT ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.829800428673,-74.214837668443,census,0,40.829800428673,-74.214837668443,"10 EDGEMONT ROAD, MONTCLAIR, NJ, 07042"
10 EDGEWOOD TERRACE,7042,MONTCLAIR,"10 EDGEWOOD TERRACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.829443751791,-74.220014251701,census,0,40.829443751791,-74.220014251701,"10 EDGEWOOD TERRACE, MONTCLAIR, NJ, 07042"
10 ELIZABETH ROAD,7043,MONTCLAIR,"10 ELIZABETH ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.85244876594,-74.192157454713,census,0,40.85244876594,-74.192157454713,"10 ELIZABETH ROAD, MONTCLAIR, NJ, 07043"
10 ELM STREET,7042,MONTCLAIR,"10 ELM STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.809704904543,-74.21345428441,census,0,40.809704904543,-74.21345428441,"10 ELM STREET, MONTCLAIR, NJ, 07042"
10 EMERSON PLACE,7043,MONTCLAIR,"10 EMERSON PLACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.850178326109,-74.203115055078,census,0,40.850178326109,-74.203115055078,"10 EMERSON PLACE, MONTCLAIR, NJ, 07043"
10 EUCLID PLACE,7042,MONTCLAIR,"10 EUCLID PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.823048943485,-74.201229920006,census,0,40.823048943485,-74.201229920006,"10 EUCLID PLACE, MONTCLAIR, NJ, 07042"
10 ELMWOOD AVENUE,7042,MONTCLAIR,"10 ELMWOOD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.804757191709,-74.21328391153,census,0,40.804757191709,-74.21328391153,"10 ELMWOOD AVENUE, MONTCLAIR, NJ, 07042"
10 ELSTON ROAD,7043,MONTCLAIR,"10 ELSTON ROAD, MONTCLAIR, NJ, 07043",Y,C,,L,,40.847954307722,-74.198589310014,census,0,40.847954307722,-74.198589310014,"10 ELSTON ROAD, MONTCLAIR, NJ, 07043"
10 ENFIELD AVENUE,7042,MONTCLAIR,"10 ENFIELD AVENUE, MONTCLAIR, NJ, 07042",Y,C,,UX,,40.792747248621,-74.223587025186,census,0,40.792747248621,-74.223587025186,"10 ENFIELD AVENUE, MONTCLAIR, NJ, 07042"
10 ERWIN PARK,7042,MONTCLAIR,"10 ERWIN PARK, MONTCLAIR, NJ, 07042",Y,C,,G,,40.827516326804,-74.213658569452,census,0,40.827516326804,-74.213658569452,"10 ERWIN PARK, MONTCLAIR, NJ, 07042"
10 FAIRMOUNT AVENUE,7043,MONTCLAIR,"10 FAIRMOUNT AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.828592641932,-74.195382114592,census,0,40.828592641932,-74.195382114592,"10 FAIRMOUNT AVENUE, MONTCLAIR, NJ, 07043"
10 FAIRVIEW PLACE,7043,MONTCLAIR,"10 FAIRVIEW PLACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.846656839365,-74.195385896834,census,0,40.846656839365,-74.195385896834,"10 FAIRVIEW PLACE, MONTCLAIR, NJ, 07043"
10 FERNWOOD PLACE,7043,MONTCLAIR,"10 FERNWOOD PLACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.845156522387,-74.20674893612,census,0,40.845156522387,-74.20674893612,"10 FERNWOOD PLACE, MONTCLAIR, NJ, 07043"
10 FRANKLIN PLACE,7042,MONTCLAIR,"10 FRANKLIN PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.799488981887,-74.21206504277,census,0,40.799488981887,-74.21206504277,"10 FRANKLIN PLACE, MONTCLAIR, NJ, 07042"
10 FRIENDSHIP PLACE,7042,MONTCLAIR,"10 FRIENDSHIP PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.818646341441,-74.211899739793,census,0,40.818646341441,-74.211899739793,"10 FRIENDSHIP PLACE, MONTCLAIR, NJ, 07042"
10 FRINK STREET,7042,MONTCLAIR,"10 FRINK STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.817430154278,-74.211336446825,census,0,40.817430154278,-74.211336446825,"10 FRINK STREET, MONTCLAIR, NJ, 07042"
10 FRANCIS PLACE,7042,MONTCLAIR,"10 FRANCIS PLACE, MONTCLAIR, NJ, 07042",Y,C,,UX,,40.818804582552,-74.223585829585,census,0,40.818804582552,-74.223585829585,"10 FRANCIS PLACE, MONTCLAIR, NJ, 07042"
10 GARDEN STREET,7042,MONTCLAIR,"10 GARDEN STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.827984621114,-74.203740711212,census,0,40.827984621114,-74.203740711212,"10 GARDEN STREET, MONTCLAIR, NJ, 07042"
10 GARDINER PLACE,7042,MONTCLAIR,"10 GARDINER PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.798097221775,-74.216755769967,census,0,40.798097221775,-74.216755769967,"10 GARDINER PLACE, MONTCLAIR, NJ, 07042"
10 GARFIELD PLACE,7043,MONTCLAIR,"10 GARFIELD PLACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.850773276055,-74.202713263712,census,0,40.850773276055,-74.202713263712,"10 GARFIELD PLACE, MONTCLAIR, NJ, 07043"
10 GEORGE STREET,7042,MONTCLAIR,"10 GEORGE STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.812254159526,-74.205941806241,census,0,40.812254159526,-74.205941806241,"10 GEORGE STREET, MONTCLAIR, NJ, 07042"
10 GLENRIDGE PKWY,7042,MONTCLAIR,"10 GLENRIDGE PKWY, MONTCLAIR, NJ, 07042",N,C,,C,,40.820771385247,-74.202035869035,census,0,40.820771385247,-74.202035869035,"10 GLENRIDGE PKWY, MONTCLAIR, NJ, 07042"
10 GLENWOOD ROAD,7043,MONTCLAIR,"10 GLENWOOD ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.847115885255,-74.199147534709,census,0,40.847115885255,-74.199147534709,"10 GLENWOOD ROAD, MONTCLAIR, NJ, 07043"
10 GODFREY ROAD,7043,MONTCLAIR,"10 GODFREY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.835500367766,-74.209083244284,census,0,40.835500367766,-74.209083244284,"10 GODFREY ROAD, MONTCLAIR, NJ, 07043"
10 GREENVIEW WAY,7043,MONTCLAIR,"10 GREENVIEW WAY, MONTCLAIR, NJ, 07043",N,C,,C,,40.83849625044,-74.193281202628,census,0,40.83849625044,-74.193281202628,"10 GREENVIEW WAY, MONTCLAIR, NJ, 07043"
10 GRENADA PLACE,7042,MONTCLAIR,"10 GRENADA PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.796368002513,-74.218505726822,census,0,40.796368002513,-74.218505726822,"10 GRENADA PLACE, MONTCLAIR, NJ, 07042"
10 GROVE TERRACE,7042,MONTCLAIR,"10 GROVE TERRACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.811285189384,-74.209939861831,census,0,40.811285189384,-74.209939861831,"10 GROVE TERRACE, MONTCLAIR, NJ, 07042"
10 GLENRIDGE PARKWAY,7042,MONTCLAIR,"10 GLENRIDGE PARKWAY, MONTCLAIR, NJ, 07042",N,C,,C,,40.820771385247,-74.202035869035,census,0,40.820771385247,-74.202035869035,"10 GLENRIDGE PARKWAY, MONTCLAIR, NJ, 07042"
10 GRAHAM TERRACE,7042,MONTCLAIR,"10 GRAHAM TERRACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.798550416222,-74.226760046248,census,0,40.798550416222,-74.226760046248,"10 GRAHAM TERRACE, MONTCLAIR, NJ, 07042"
10 GRAY STREET,7042,MONTCLAIR,"10 GRAY STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.825631356036,-74.199465703614,census,0,40.825631356036,-74.199465703614,"10 GRAY STREET, MONTCLAIR, NJ, 07042"
10 HAMILTON TERRACE,7043,MONTCLAIR,"10 HAMILTON TERRACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.856965784097,-74.200812113401,census,0,40.856965784097,-74.200812113401,"10 HAMILTON TERRACE, MONTCLAIR, NJ, 07043"
10 HARRISON AVENUE,7042,MONTCLAIR,"10 HARRISON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.810301534661,-74.223086275969,census,0,40.810301534661,-74.223086275969,"10 HARRISON AVENUE, MONTCLAIR, NJ, 07042"
10 HARTLEY STREET,7042,MONTCLAIR,"10 HARTLEY STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.808488120243,-74.211623966921,census,0,40.808488120243,-74.211623966921,"10 HARTLEY STREET, MONTCLAIR, NJ, 07042"
10 HAWTHORNE PLACE,7042,MONTCLAIR,"10 HAWTHORNE PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.807486234803,-74.216316400215,census,0,40.807486234803,-74.216316400215,"10 HAWTHORNE PLACE, MONTCLAIR, NJ, 07042"
10 HELLER DRIVE,7043,MONTCLAIR,"10 HELLER DRIVE, MONTCLAIR, NJ, 07043",N,C,,C,,40.84336599376,-74.190974288425,census,0,40.84336599376,-74.190974288425,"10 HELLER DRIVE, MONTCLAIR, NJ, 07043"
10 HIGH TERRACE,7042,MONTCLAIR,"10 HIGH TERRACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.795201628925,-74.224233200115,census,0,40.795201628925,-74.224233200115,"10 HIGH TERRACE, MONTCLAIR, NJ, 07042"
10 HIGHLAND AVENUE,7043,MONTCLAIR,"10 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.824900458401,-74.226435734153,census,0,40.824900458401,-74.226435734153,"10 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
10 HILLTOP PLACE,7042,MONTCLAIR,"10 HILLTOP PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.793008493323,-74.221349080742,census,0,40.793008493323,-74.221349080742,"10 HILLTOP PLACE, MONTCLAIR, NJ, 07042"
10 HITCHCOCK PLACE,7042,MONTCLAIR,"10 HITCHCOCK PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.793276575319,-74.218845003545,census,0,40.793276575319,-74.218845003545,"10 HITCHCOCK PLACE, MONTCLAIR, NJ, 07042"
10 HOLLAND TERRACE,7042,MONTCLAIR,"10 HOLLAND TERRACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.830532655749,-74.210071541716,census,0,40.830532655749,-74.210071541716,"10 HOLLAND TERRACE, MONTCLAIR, NJ, 07042"
10 HOLLYWOOD AVENUE,7042,MONTCLAIR,"10 HOLLYWOOD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.794475175076,-74.216715996153,census,0,40.794475175076,-74.216715996153,"10 HOLLYWOOD AVENUE, MONTCLAIR, NJ, 07042"
10 HOMEWOOD WAY,7042,MONTCLAIR,"10 HOMEWOOD WAY, MONTCLAIR, NJ, 07042",N,C,,C,,40.797191863258,-74.226858596788,census,0,40.797191863258,-74.226858596788,"10 HOMEWOOD WAY, MONTCLAIR, NJ, 07042"
10 HOWE AVENUE,7042,MONTCLAIR,"10 HOWE AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.797963811497,-74.227014038337,census,0,40.797963811497,-74.227014038337,"10 HOWE AVENUE, MONTCLAIR, NJ, 07042"
10 INWOOD TERRACE,7043,MONTCLAIR,"10 INWOOD TERRACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.844042831294,-74.201070465282,census,0,40.844042831294,-74.201070465282,"10 INWOOD TERRACE, MONTCLAIR, NJ, 07043"
10 JAMES STREET,7042,MONTCLAIR,"10 JAMES STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.821951450622,-74.214629260631,census,0,40.821951450622,-74.214629260631,"10 JAMES STREET, MONTCLAIR, NJ, 07042"
10 JEFFERSON PLACE,7042,MONTCLAIR,"10 JEFFERSON PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.799003797209,-74.216228340432,census,0,40.799003797209,-74.216228340432,"10 JEFFERSON PLACE, MONTCLAIR, NJ, 07042"
10 JEFFERSON PLACE,7042,MONTCLAIR,"10 JEFFERSON PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.799003797209,-74.216228340432,census,0,40.799003797209,-74.216228340432,"10 JEFFERSON PLACE, MONTCLAIR, NJ, 07042"
10 JEFFERSON PLACE 1ST,7042,MONTCLAIR,"10 JEFFERSON PLACE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.799003797209,-74.216228340432,census,0,40.799003797209,-74.216228340432,"10 JEFFERSON PLACE 1ST, MONTCLAIR, NJ, 07042"
10 KENNETH ROAD,7043,MONTCLAIR,"10 KENNETH ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.847266244283,-74.194061038303,census,0,40.847266244283,-74.194061038303,"10 KENNETH ROAD, MONTCLAIR, NJ, 07043"
10 KIPS RIDGE,7044,MONTCLAIR,"10 KIPS RIDGE, MONTCLAIR, NJ, 07044",N,C,,C,,40.827595024585,-74.225173348573,census,0,40.827595024585,-74.225173348573,"10 KIPS RIDGE, MONTCLAIR, NJ, 07044"
10 LANSING PLACE,7043,MONTCLAIR,"10 LANSING PLACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.845811443606,-74.206329368381,census,0,40.845811443606,-74.206329368381,"10 LANSING PLACE, MONTCLAIR, NJ, 07043"
10 LEXINGTON AVENUE,7042,MONTCLAIR,"10 LEXINGTON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.805524192837,-74.216238370195,census,0,40.805524192837,-74.216238370195,"10 LEXINGTON AVENUE, MONTCLAIR, NJ, 07042"
10 LINDEN AVENUE 1ST,7042,MONTCLAIR,"10 LINDEN AVENUE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.795362601906,-74.216172005478,census,0,40.795362601906,-74.216172005478,"10 LINDEN AVENUE 1ST, MONTCLAIR, NJ, 07042"
10 LINDEN AVENUE 2ND,7042,MONTCLAIR,"10 LINDEN AVENUE 2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.795362601906,-74.216172005478,census,0,40.795362601906,-74.216172005478,"10 LINDEN AVENUE 2ND, MONTCLAIR, NJ, 07042"
10 MACOPIN AVENUE,7043,MONTCLAIR,"10 MACOPIN AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.851054412987,-74.197596252597,census,0,40.851054412987,-74.197596252597,"10 MACOPIN AVENUE, MONTCLAIR, NJ, 07043"
10 MARSTON PLACE,7042,MONTCLAIR,"10 MARSTON PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.8008624,-74.2114988,google_prior,0,40.8008624,-74.2114988,"10 MARSTON PLACE, MONTCLAIR, NJ, 07042"
10 MILLER STREET,7042,MONTCLAIR,"10 MILLER STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.80726686108,-74.213899590338,census,0,40.80726686108,-74.213899590338,"10 MILLER STREET, MONTCLAIR, NJ, 07042"
10 MISSION STREET,7042,MONTCLAIR,"10 MISSION STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.807136892905,-74.211060370669,census,0,40.807136892905,-74.211060370669,"10 MISSION STREET, MONTCLAIR, NJ, 07042"
10 MORNINGSIDE AVENUE,7043,MONTCLAIR,"10 MORNINGSIDE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.828844615582,-74.196564283012,census,0,40.828844615582,-74.196564283012,"10 MORNINGSIDE AVENUE, MONTCLAIR, NJ, 07043"
10 MOUNT VERNON ROAD,7043,MONTCLAIR,"10 MOUNT VERNON ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.832679807353,-74.196607099274,census,0,40.832679807353,-74.196607099274,"10 MOUNT VERNON ROAD, MONTCLAIR, NJ, 07043"
10 MOUNTAIN PLACE,7043,MONTCLAIR,"10 MOUNTAIN PLACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.84640146263,-74.205910895309,census,0,40.84640146263,-74.205910895309,"10 MOUNTAIN PLACE, MONTCLAIR, NJ, 07043"
10 MOUNTAIN TERRACE,7043,MONTCLAIR,"10 MOUNTAIN TERRACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.84709762623,-74.207871427177,census,0,40.84709762623,-74.207871427177,"10 MOUNTAIN TERRACE, MONTCLAIR, NJ, 07043"
10 MOUNTAINVIEW PLACE,7042,MONTCLAIR,"10 MOUNTAINVIEW PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.819973315251,-74.221998161533,census,0,40.819973315251,-74.221998161533,"10 MOUNTAINVIEW PLACE, MONTCLAIR, NJ, 07042"
10 MOUNTNSIDE PARK TERRACE,7043,MONTCLAIR,"10 MOUNTNSIDE PARK TERRACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.855572865838,-74.2062221712,census,0,40.855572865838,-74.2062221712,"10 MOUNTNSIDE PARK TERRACE, MONTCLAIR, NJ, 07043"
10 MULFORD LANE,7042,MONTCLAIR,"10 MULFORD LANE, MONTCLAIR, NJ, 07042",N,C,,C,,40.811216936179,-74.230566179852,census,0,40.811216936179,-74.230566179852,"10 MULFORD LANE, MONTCLAIR, NJ, 07042"
10 MAPLE AVENUE 1ST,7042,MONTCLAIR,"10 MAPLE AVENUE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.806655637782,-74.210574496819,census,0,40.806655637782,-74.210574496819,"10 MAPLE AVENUE 1ST, MONTCLAIR, NJ, 07042"
10 MAPLE AVENUE 2ND,7042,MONTCLAIR,"10 MAPLE AVENUE 2ND, MONTCLAIR, NJ, 07042",Y,C,,G,,40.806655637782,-74.210574496819,census,0,40.806655637782,-74.210574496819,"10 MAPLE AVENUE 2ND, MONTCLAIR, NJ, 07042"
10 MARION ROAD,7043,MONTCLAIR,"10 MARION ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.846430404455,-74.201665083948,census,0,40.846430404455,-74.201665083948,"10 MARION ROAD, MONTCLAIR, NJ, 07043"
10 MELROSE PLACE,7042,MONTCLAIR,"10 MELROSE PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.805858505337,-74.220980609378,census,0,40.805858505337,-74.220980609378,"10 MELROSE PLACE, MONTCLAIR, NJ, 07042"
10 N MOUNTAIN AVENUE,7042,MONTCLAIR,"10 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.819793803927,-74.2241155196,census,0,40.819793803927,-74.2241155196,"10 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
