address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
107 PINE STREET,07042,Montclair,N,C,,C,
107 PINE STREET 2ND,07042,Montclair,N,C,,C,
107 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
107 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
107 SUMMIT AVENUE,07043,Montclair,N,C,,C,
107 Upper Mountain Avenue,07042,Montclair,Y,C,,UX,
107 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
107 Willowdale Avenue,07042,Montclair,N,C,,C,
107 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
108 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
108 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
108 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
108 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
108 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
108 CLAREWILL AVENUE,07043,Montclair,N,C,,C,
108 EAGLE ROCK WAY,07042,Montclair,N,C,,C,
108 ELM STREET,07042,Montclair,N,C,,C,
108 ESSEX AVENUE,07042,Montclair,N,C,,C,
108 FOREST STREET,07042,Montclair,N,C,,C,
108 HARRISON AVENUE,07042,Montclair,N,C,,C,
108 High Street,07042,Montclair,N,C,,C,
108 INWOOD AVENUE,07043,Montclair,N,C,,C,
108 LLEWELLYN ROAD,07042,Montclair,N,C,,C,
108 MIDLAND AVENUE,07042,Montclair,N,C,,C,
108 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
108 N Mountain Avenue,07042,Montclair,N,C,,C,
108 ORANGE ROAD,07042,Montclair,N,C,,C,
108 PARK STREET,07043,Montclair,N,C,,C,
108 PINE STREET,07042,Montclair,N,C,,C,
108 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
108 SUMMIT AVENUE,07043,Montclair,N,C,,C,
108 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
108 Wildwood Avenue,07043,Montclair,Y,C,,G,
108 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
109 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
109 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
109 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
109 CLAREWILL AVENUE,07043,Montclair,N,C,,C,
109 Cooper Avenue,07043,Montclair,N,C,,C,
109 EDGEMONT ROAD,07042,Montclair,N,C,,C,
109 ELM STREET,07042,Montclair,N,C,,C,
109 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
109 HADDON PLACE,07043,Montclair,N,C,,C,
109 HIGH STREET,07042,Montclair,N,C,,C,
109 Inwood Avenue,07043,Montclair,Y,C,,G,
109 LINCOLN STREET,07042,Montclair,N,C,,C,
109 Llewellyn Road,07042,Montclair,N,C,,C,
109 Lorraine Avenue,07043,Montclair,Y,C,,O,BRASS
109 MAPLE AVENUE,07042,Montclair,N,C,,C,
109 MIDLAND AVENUE,07042,Montclair,N,C,,C,
109 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
109 N FULLERTON AVENUE 1ST,07042,Montclair,N,C,,C,
109 N FULLERTON AVENUE 2ND,07042,Montclair,N,C,,C,
109 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
109 ORANGE ROAD,07042,Montclair,N,C,,C,
109 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
109 Summit Avenue,07043,Montclair,N,C,,C,
109 Union Street,07042,Montclair,Y,C,,UX,
109 VALLEY ROAD,07043,Montclair,N,C,,C,
109 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
109 WESTVIEW ROAD,07043,Montclair,N,C,,C,
109 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
109 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
109 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
11 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
11 ARGYLE ROAD,07043,Montclair,N,C,,C,
11 Alden Road,07042,Montclair,Y,C,,G,
11 Amelia Street,07042,Montclair,N,C,,C,
11 BELLAIRE DRIVE,07042,Montclair,N,C,,C,
11 BELLEGROVE DRIVE,07043,Montclair,N,C,,C,
11 BRADFORD AVENUE,07043,Montclair,N,C,,C,
11 BRIAR HILL ROAD,07042,Montclair,N,C,,C,
11 BRUCE ROAD,07043,Montclair,N,C,,C,
11 Burnside Street,07043,Montclair,N,C,,C,
11 CARLISLE ROAD,07043,Montclair,N,C,,C,
11 CARLTON DRIVE,07043,Montclair,N,C,,C,
11 CARRIAGE WAY,07042,Montclair,N,C,,C,
11 CARTERET STREET,07043,Montclair,N,C,,C,
11 CENTRAL AVENUE 1ST,07042,Montclair,N,C,,C,
11 CENTRAL AVENUE 2ND,07042,Montclair,N,C,,C,
11 CHARLES STREET,07042,Montclair,N,C,,C,
11 CLAIRIDGE COURT,07042,Montclair,N,C,,C,
11 CLOVERHILL PLACE,07042,Montclair,N,C,,C,
11 Carey Court,07042,Montclair,N,C,,C,
11 Carolin Road,07043,Montclair,N,C,,C,
11 Champlain Terrace,07042,Montclair,N,C,,C,
11 Chester Road,07043,Montclair,N,C,,C,
11 Claremont Avenue,07042,Montclair,N,C,,C,
11 Columbus Avenue,07042,Montclair,Y,C,,O,BRASS
11 DURYEA ROAD,07043,Montclair,N,C,,C,
11 ELM STREET,07042,Montclair,N,C,,C,
11 EUCLID PLACE,07042,Montclair,N,C,,C,
11 Elston Road,07043,Montclair,N,C,,C,
11 FAIRFIELD STREET,07042,Montclair,N,C,,C,
11 FAIRMOUNT AVENUE,07043,Montclair,N,C,,C,
11 FRANCIS PLACE,07042,Montclair,N,C,,C,
11 FRANKLIN AVENUE,07042,Montclair,N,C,,C,
11 FRIENDSHIP PLACE,07042,Montclair,N,C,,C,
11 Fidelity Place,07042,Montclair,Y,C,,L,
11 Franklin Place,07042,Montclair,Y,C,,UX,
11 GARDEN STREET,07042,Montclair,N,C,,C,
11 GARDINER PLACE,07042,Montclair,N,C,,C,
11 GARFIELD PLACE,07043,Montclair,N,C,,C,
11 GLENRIDGE PARKWAY,07042,Montclair,N,C,,C,
11 GODFREY ROAD,07043,Montclair,N,C,,C,
11 GRAY STREET,07042,Montclair,N,C,,C,
11 GRENADA PLACE,07042,Montclair,N,C,,C,
11 Glenside Terrace,07043,Montclair,N,C,,C,
11 Glenwood Road,07043,Montclair,N,C,,C,
11 Graham Terrace,07042,Montclair,Y,C,,G,
11 Grove Terrace,07042,Montclair,N,C,,C,
11 HARVARD STREET,07042,Montclair,N,C,,C,
11 HAWTHORNE PLACE,07042,Montclair,N,C,,C,
11 HELLER DRIVE,07043,Montclair,N,C,,C,
11 HIGH TERRACE,07042,Montclair,N,C,,C,
11 HITCHCOCK PLACE,07042,Montclair,N,C,,C,
11 HOMEWOOD WAY,07042,Montclair,N,C,,C,
11 Hilltop Place,07042,Montclair,N,C,,C,
11 Hollywood Avenue,07042,Montclair,N,C,,C,
11 IRVING STREET,07042,Montclair,N,C,,C,
11 JAMES STREET,07042,Montclair,N,C,,C,
11 Jerome Place,07043,Montclair,N,C,,C,
11 KIPS RIDGE,07044,Montclair,N,C,,C,
11 KIPS RIDGE-SPRINKLER,07044,Montclair,N,C,,C,
11 Kenneth Road,07043,Montclair,N,C,,C,
11 LANE COURT,07043,Montclair,N,C,,C,
11 LASALLE ROAD,07043,Montclair,N,C,,C,
11 Lexington Avenue,07042,Montclair,Y,C,,UX,
11 MACOPIN AVENUE,07043,Montclair,N,C,,C,
11 MADISON AVENUE,07042,Montclair,N,C,,C,
11 MARION ROAD,07043,Montclair,N,C,,C,
11 MARQUETTE ROAD,07043,Montclair,N,C,,C,
11 MELROSE PLACE,07042,Montclair,N,C,,C,
11 MENDL TERRACE,07042,Montclair,N,C,,C,
11 MIDLAND AVENUE,07042,Montclair,N,C,,C,
11 MONTAGUE PLACE,07042,Montclair,N,C,,C,
11 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
11 MORNINGSIDE AVENUE,07043,Montclair,N,C,,C,
11 MOUNT VERNON ROAD,07043,Montclair,N,C,,C,
11 MOUNTAINVIEW PLACE,07042,Montclair,N,C,,C,
11 Mountain Terrace,07043,Montclair,N,C,,C,
11 Mulford Lane,07042,Montclair,N,C,,C,
11 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
11 NORTHVIEW AVENUE,07043,Montclair,N,C,,C,
11 Norman Road,07043,Montclair,Y,C,,O,BRASS
11 Norwood Avenue,07043,Montclair,N,C,,C,
11 ORCHARD COURT,07042,Montclair,N,C,,C,
11 OXFORD STREET,07042,Montclair,N,C,,C,
11 PARK TERRACE,07043,Montclair,N,C,,C,
11 PATTON PLACE,07043,Montclair,N,C,,C,
11 PIERPONT DRIVE,07042,Montclair,N,C,,C,
11 PINE STREET,07042,Montclair,N,C,,C,
11 PINE STREET-PARKING DECK,07042,Montclair,N,C,,C,
11 PLEASANT AVENUE,07042,Montclair,N,C,,C,
11 PORTLAND PLACE-1ST,07042,Montclair,N,C,,C,
11 PORTLAND PLACE-2ND,07042,Montclair,N,C,,C,
11 POTTER COURT,07043,Montclair,N,C,,C,
11 PRINCETON PLACE,07043,Montclair,N,C,,C,
11 PROSPECT AVENUE,07042,Montclair,N,C,,C,
11 Pierson Place,07042,Montclair,Y,C,,UX,
11 Prescott Avenue,07042,Montclair,N,C,,C,
11 RAMSAY ROAD,07042,Montclair,N,C,,C,
11 RIVERVIEW DRIVE W,07043,Montclair,N,C,,C,
11 ROCKLEDGE ROAD,07042,Montclair,N,C,,C,
11 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
11 S Fullerton Avenue,07042,Montclair,Y,C,,UX,
11 SEARS PLACE,07042,Montclair,N,C,,C,
11 SKYTOP TERRACE,07043,Montclair,N,C,,C,
11 SOUTHERN TERRACE,07042,Montclair,N,C,,C,
11 STANFORD PLACE,07042,Montclair,N,C,,C,
11 STEPHEN STREET,07042,Montclair,N,C,,C,
11 STONEHENGE ROAD,07043,Montclair,N,C,,C,
11 SUNSET PARK,07043,Montclair,N,C,,C,
11 SUTHERLAND ROAD,07042,Montclair,N,C,,C,
11 SYLVAN PLACE,07042,Montclair,N,C,,C,
11 TALBOT STREET,07042,Montclair,N,C,,C,
11 THE FAIRWAY,07043,Montclair,N,C,,C,
11 TICHENOR PLACE,07042,Montclair,N,C,,C,
11 TUERS PLACE,07043,Montclair,N,C,,C,
11 Tennis Place,07042,Montclair,N,C,,C,
11 UNDERCLIFF DRIVE,07042,Montclair,N,C,,C,
11 UNION STREET,07042,Montclair,N,C,,C,
11 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
11 Undercliff Road,07042,Montclair,Y,C,,G,
11 VALLEY PLACE,07043,Montclair,N,C,,C,
11 VAN BREEMEN COURT,07043,Montclair,N,C,,C,
11 VICTORIA TERRACE,07043,Montclair,N,C,,C,
11 Vera Place,07042,Montclair,N,C,,C,
11 Vincent Place,07042,Montclair,N,C,,C,
11 WARD PLACE,07042,Montclair,N,C,,C,
11 WARFIELD STREET,07043,Montclair,N,C,,C,
11 WARREN PLACE,07042,Montclair,N,C,,C,
11 WATERBURY ROAD,07043,Montclair,N,C,,C,
11 WAYSIDE PLACE,07042,Montclair,N,C,,C,
11 WENDOVER ROAD,07042,Montclair,N,C,,C,
11 WILDE PLACE,07042,Montclair,N,C,,C,
11 WILFRED STREET,07042,Montclair,N,C,,C,
11 WILLIAM STREET 1ST,07042,Montclair,N,C,,C,
11 WILLIAM STREET 2ND,07042,Montclair,N,C,,C,
11 WILLOWDALE COURT,07042,Montclair,N,C,,C,
11 WINDEMERE ROAD,07043,Montclair,N,C,,C,
11 WINDSOR PLACE,07043,Montclair,N,C,,C,
11 WOODMONT ROAD,07043,Montclair,N,C,,C,
11 Wheeler Street,07042,Montclair,N,C,,C,
11 Willard Place,07042,Montclair,N,C,,C,
11 Willowmere Avenue,07042,Montclair,N,C,,C,
11-A OXFORD STREET,07042,Montclair,N,C,,C,
110 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
110 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
110 CLINTON AVENUE,07042,Montclair,N,C,,C,
110 Christopher Street,07043,Montclair,Y,C,,G,
110 Cooper Avenue,07043,Montclair,N,C,,C,
110 EDGEMONT ROAD,07042,Montclair,N,C,,C,
110 Essex Avenue,07042,Montclair,N,C,,C,
110 FOREST STREET,07042,Montclair,N,C,,C,
110 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
110 GREENWOOD AVENUE,07042,Montclair,N,C,,C,
110 HADDON PLACE,07043,Montclair,N,C,,C,
110 HARRISON AVENUE,07042,Montclair,N,C,,C,
110 HIGH STREET,07042,Montclair,N,C,,C,
110 LINCOLN STREET,07042,Montclair,N,C,,C,
110 LORRAINE AVENUE,07043,Montclair,N,C,,C,
110 MAPLE AVENUE 1ST,07042,Montclair,N,C,,C,
110 MAPLE AVENUE 2ND,07042,Montclair,N,C,,C,
110 MIDLAND AVENUE,07042,Montclair,N,C,,C,
110 Montclair Avenue,07043,Montclair,N,C,,C,
110 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
110 PINE STREET,07042,Montclair,N,C,,C,
110 Park Street,07043,Montclair,N,C,,C,
110 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
110 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
110 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
110 SUMMIT AVENUE,07043,Montclair,N,C,,C,
110 Undercliff Road,07042,Montclair,Y,C,,UX,
110 VALLEY ROAD,07043,Montclair,N,C,,C,
110 WESTVIEW ROAD,07043,Montclair,N,C,,C,
110 Wildwood Avenue,07043,Montclair,Y,C,,G,
110 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
111 Buckingham Road,07043,Montclair,N,C,,C,
111 COOPER AVENUE,07043,Montclair,N,C,,C,
111 Central Avenue,07042,Montclair,N,C,,C,
111 Christopher Street,07043,Montclair,N,C,,C,
111 Claremont Avenue,07042,Montclair,Y,C,,G,
111 EDGEMONT ROAD,07042,Montclair,N,C,,C,
111 ELM STREET,07042,Montclair,N,C,,C,
111 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
111 HADDON PLACE,07043,Montclair,N,C,,C,
111 LINCOLN STREET,07042,Montclair,N,C,,C,
111 MAPLE AVENUE,07042,Montclair,N,C,,C,
111 MIDLAND AVENUE,07042,Montclair,N,C,,C,
111 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
111 Mount Hebron Road,07043,Montclair,N,C,,C,
111 N Fullerton Avenue,07042,Montclair,N,C,,C,
111 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
111 ORANGE ROAD,07042,Montclair,N,C,,C,
111 PARK STREET,07043,Montclair,N,C,,C,
111 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
111 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
111 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
111 STONEBRIDGE ROAD,07042,Montclair,N,C,,C,
111 SUMMIT AVENUE,07043,Montclair,N,C,,C,
111 Upper Mountain Avenue,07042,Montclair,Y,C,,UX,
111 VALLEY ROAD,07043,Montclair,N,C,,C,
111 WALNUT STREET,07042,Montclair,N,C,,C,
111 WESTVIEW ROAD,07043,Montclair,N,C,,C,
111 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
111 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
111 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
111-113 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
111-115 WATCHUNG AVENUE/FIRELINE,07043,Montclair,N,C,,C,
112 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
112 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
112 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
112 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
112 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
112 Clarewill Avenue,07043,Montclair,N,C,,C,
112 Eagle Rock Way,07042,Montclair,N,C,,C,
112 Essex Avenue,07042,Montclair,N,C,,C,
112 FOREST STREET,07042,Montclair,N,C,,C,
112 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
112 HARRISON AVENUE,07042,Montclair,N,C,,C,
112 HELLER WAY,07043,Montclair,N,C,,C,
112 INWOOD AVENUE,07043,Montclair,N,C,,C,
112 LINCOLN STREET,07042,Montclair,N,C,,C,
112 Llewellyn Road,07042,Montclair,N,C,,C,
112 MAPLE AVENUE - APT 1L,07042,Montclair,N,C,,C,
112 MAPLE AVENUE - APT 1R,07042,Montclair,N,C,,C,
112 MAPLE AVENUE - APT 2L,07042,Montclair,N,C,,C,
112 MAPLE AVENUE - APT 2R,07042,Montclair,N,C,,C,
112 MIDLAND AVENUE,07042,Montclair,N,C,,C,
112 MOUNT HEBRON ROAD,07043,Montclair,N,C,,C,
112 N Mountain Avenue,07042,Montclair,N,C,,C,
112 PINE STREET,07042,Montclair,N,C,,C,
112 Park Street,07043,Montclair,N,C,,C,
112 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
112 SUMMIT AVENUE,07043,Montclair,N,C,,C,
112 Union Street,07042,Montclair,Y,C,,C,
112 Upper Mountain Avenue,07042,Montclair,N,C,,C,
112 VALLEY ROAD,07043,Montclair,N,C,,C,
112 Westview Road,07043,Montclair,N,C,,C,
112 Wildwood Avenue,07043,Montclair,N,C,,C,
112 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
113 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
113 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
113 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
113 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
113 Clarewill Avenue,07043,Montclair,Y,C,,L,
113 ELM STREET,07042,Montclair,N,C,,C,
113 ESSEX AVENUE,07042,Montclair,N,C,,C,
113 Forest Street,07042,Montclair,Y,C,,O,BRASS
113 GROVE STREET,07043,Montclair,N,C,,C,
113 Gordonhurst Avenue,07043,Montclair,Y,C,,G,
113 HADDON PLACE,07043,Montclair,N,C,,C,
113 HARRISON AVENUE,07042,Montclair,N,C,,C,
113 INWOOD AVENUE,07043,Montclair,N,C,,C,
113 LINCOLN STREET,07042,Montclair,N,C,,C,
113 MIDLAND AVENUE,07042,Montclair,N,C,,C,
113 PARK STREET,07043,Montclair,N,C,,C,
113 SUMMIT AVENUE,07043,Montclair,N,C,,C,
113 WALNUT STREET,07042,Montclair,N,C,,C,
113 Wildwood Avenue,07043,Montclair,N,C,,C,
113 Willowdale Avenue,07042,Montclair,N,C,,C,
113 Yantacaw Brook Road,07043,Montclair,N,C,,C,
114 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
114 Beverly Road,07043,Montclair,N,C,,C,
114 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
114 COOPER AVENUE,07043,Montclair,N,C,,C,
114 Clarewill Avenue,07043,Montclair,N,C,,C,
114 ELM STREET,07042,Montclair,N,C,,C,
114 Edgemont Road,07042,Montclair,N,C,,C,
114 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
114 HADDON PLACE,07043,Montclair,N,C,,C,
114 HARRISON AVENUE,07042,Montclair,N,C,,C,
114 HIGH STREET,07042,Montclair,N,C,,C,
114 Highland Avenue,07043,Montclair,N,C,,C,
114 MAPLE AVENUE - A,07042,Montclair,N,C,,C,
114 MAPLE AVENUE - B,07042,Montclair,N,C,,C,
114 MAPLE AVENUE - C,07042,Montclair,N,C,,C,
114 MAPLE AVENUE - D,07042,Montclair,N,C,,C,
114 MIDLAND AVENUE,07042,Montclair,N,C,,C,
114 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
114 MOUNT HEBRON ROAD,07043,Montclair,N,C,,C,
114 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
114 PARK STREET,07043,Montclair,N,C,,C,
114 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
114 SQUIREHILL HL ROAD,07043,Montclair,N,C,,C,
114 SUMMIT AVENUE,07043,Montclair,N,C,,C,
114 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
114 Undercliff Road,07042,Montclair,Y,C,,UX,
114 VALLEY ROAD,07043,Montclair,N,C,,C,
114 WALNUT STREET,07042,Montclair,N,C,,C,
114 Westview Road,07043,Montclair,N,C,,C,
114 Wildwood Avenue,07043,Montclair,N,C,,C,
114 Yantacaw Brook Road,07043,Montclair,N,C,,C,
114-116 PARK STREET,07043,Montclair,N,C,,C,
115 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
115 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
115 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
115 Beverly Road,07043,Montclair,Y,C,,L,
115 CHESTNUT STREET,07042,Montclair,N,C,,C,
115 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
115 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
115 Cooper Avenue,07043,Montclair,N,C,,C,
115 ELM STREET 1ST,07042,Montclair,N,C,,C,
115 ELM STREET 2ND,07042,Montclair,N,C,,C,
115 Edgemont Road,07042,Montclair,N,C,,C,
115 Essex Avenue,07042,Montclair,Y,C,,G,
115 FOREST STREET,07042,Montclair,N,C,,C,
115 GATES AVENUE,07042,Montclair,N,C,,C,
115 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
115 GREENWOOD AVENUE,07042,Montclair,N,C,,C,
115 GROVE STREET(GROVE PLAZA),07043,Montclair,N,C,,C,
115 HARRISON AVENUE,07042,Montclair,N,C,,C,
115 HELLER WAY,07043,Montclair,N,C,,C,
115 HIGH STREET,07042,Montclair,N,C,,C,
115 INWOOD AVENUE,07043,Montclair,N,C,,C,
115 LLEWELLYN ROAD,07042,Montclair,N,C,,C,
115 LORRAINE AVENUE,07043,Montclair,N,C,,C,
115 Lincoln Street,07042,Montclair,N,C,,C,
115 MIDLAND AVENUE,07042,Montclair,N,C,,C,
115 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
115 MOUNT HEBRON ROAD,07043,Montclair,N,C,,C,
115 Maple Avenue,07042,Montclair,N,C,,C,
115 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
115 N Fullerton Avenue,07042,Montclair,Y,C,,UX,
115 Orange Road,07042,Montclair,N,C,,C,
115 Park Street,07043,Montclair,N,C,,C,
115 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
115 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
115 STONEBRIDGE ROAD,07042,Montclair,N,C,,C,
115 SUMMIT AVENUE,07043,Montclair,N,C,,C,
115 UNDERCLIFF ROAD,07042,Montclair,N,C,,C,
115 WALNUT STREET,07042,Montclair,N,C,,C,
115 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
115 WESTVIEW ROAD,07043,Montclair,N,C,,C,
115 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
115 Wildwood Avenue,07043,Montclair,N,C,,C,
116 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
116 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
116 BEVERLY ROAD,07043,Montclair,N,C,,C,
116 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
116 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
116 CENTRAL AVENUE,07042,Montclair,N,C,,C,
116 COOPER AVENUE,07043,Montclair,N,C,,C,
116 FOREST STREET,07042,Montclair,N,C,,C,
116 Heller Way,07043,Montclair,N,C,,C,
116 INWOOD AVENUE,07043,Montclair,N,C,,C,
116 Lorraine Avenue,07043,Montclair,N,C,,C,
116 MAPLE AVENUE 1ST LEFT,07042,Montclair,N,C,,C,
116 MIDLAND AVENUE,07042,Montclair,N,C,,C,
116 Maple Avenue 1ST,07042,Montclair,Y,C,,UX,
116 Maple Avenue 2ND,07042,Montclair,Y,C,,UX,
116 PARK STREET,07043,Montclair,N,C,,C,
116 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
116 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
116 SUMMIT AVENUE,07043,Montclair,N,C,,C,
116 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
116 Westview Road,07043,Montclair,N,C,,C,
116 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
116B MAPLE AVENUE 2ND LEFT,07042,Montclair,N,C,,C,
117 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
117 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
117 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
117 CHESTNUT STREET,07042,Montclair,N,C,,C,
117 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
117 CLAREWILL AVENUE,07043,Montclair,N,C,,C,
117 COOPER AVENUE,07043,Montclair,N,C,,C,
117 EDGEMONT ROAD,07042,Montclair,N,C,,C,
117 ESSEX AVENUE,07042,Montclair,N,C,,C,
117 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
117 HADDON PLACE,07043,Montclair,N,C,,C,
117 HIGH STREET,07042,Montclair,N,C,,C,
117 Highland Avenue,07043,Montclair,N,C,,C,
117 LINCOLN STREET,07042,Montclair,N,C,,C,
117 LLOYD ROAD,07042,Montclair,N,C,,C,
117 Llewellyn Road,07042,Montclair,N,C,,C,
117 MAPLE AVENUE,07042,Montclair,N,C,,C,
117 MIDLAND AVENUE,07042,Montclair,N,C,,C,
117 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
117 MOUNT HEBRON ROAD,07043,Montclair,N,C,,C,
117 PARK STREET,07043,Montclair,N,C,,C,
117 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
117 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
117 SUMMIT AVENUE,07043,Montclair,N,C,,C,
117 UNDERCLIFF ROAD,07042,Montclair,N,C,,C,
117 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
117 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
117 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
117 Westview Road,07043,Montclair,Y,C,,UX,
117 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
117-B GROVE STREET,07043,Montclair,N,C,,C,
118 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
118 Beverly Road,07043,Montclair,N,C,,C,
118 Buckingham Road,07043,Montclair,N,C,,C,
118 COOPER AVENUE,07043,Montclair,N,C,,C,
118 Chestnut Street,07042,Montclair,N,C,,C,
118 Claremont Avenue,07042,Montclair,N,C,,C,
118 EDGEMONT ROAD,07042,Montclair,N,C,,C,
118 ELM STREET,07042,Montclair,N,C,,C,
118 ESSEX AVENUE,07042,Montclair,N,C,,C,
118 GATES AVENUE,07042,Montclair,N,C,,C,
118 MIDLAND AVENUE,07042,Montclair,N,C,,C,
118 Montclair Avenue,07043,Montclair,N,C,,C,
118 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
118 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
118 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
118 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
118 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
118 SUMMIT AVENUE,07043,Montclair,N,C,,C,
118 UNION STREET,07042,Montclair,N,C,,C,
118 WALNUT STREET,07042,Montclair,N,C,,C,
118 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
118 Watchung Avenue,07043,Montclair,N,C,,C,
118 Westview Road,07043,Montclair,N,C,,C,
118 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
118-A MAPLE AVENUE-1ST,07042,Montclair,N,C,,C,
118-B MAPLE AVENUE 2ND,07042,Montclair,N,C,,C,
